DATE,GDP_PAYEMS
1947-01-01,0.00557965525947347885
1947-04-01,0.00564312880905466709
1947-07-01,0.00568822780203784571
1947-10-01,0.00585022699689845822
1948-01-01,0.00596419689467434410
1948-04-01,0.00610064158451255225
1948-07-01,0.00618226056182260562
1948-10-01,0.00621595287656672129
1949-01-01,0.00619293906004047673
1949-04-01,0.00617724627137140778
1949-07-01,0.00626188566846145034
1949-10-01,0.00626777991072461087
1950-01-01,0.00645057692748835822
1950-04-01,0.00649957519116397621
1950-07-01,0.00670244199183105936
1950-10-01,0.00684665042110213330
1951-01-01,0.00707034616112150318
1951-04-01,0.00718321899956212598
1951-07-01,0.00732779270553437897
1951-10-01,0.00740525386771882463
1952-01-01,0.00743584979665985426
1952-04-01,0.00744908896034297964
1952-07-01,0.00754380571779895481
1952-10-01,0.00764556048055516557
1953-01-01,0.00772058823529411765
1953-04-01,0.00777108672398082485
1953-07-01,0.00776212274339615164
1953-10-01,0.00773773773773773774
1954-01-01,0.00782187449327063402
1954-04-01,0.00788974353742884541
1954-07-01,0.00801686899911970029
1954-10-01,0.00814429004496347989
1955-01-01,0.00832578821351683065
1955-04-01,0.00835774804022487925
1955-07-01,0.00842935112189205579
1955-10-01,0.00848301652812493945
1956-01-01,0.00844743604495071530
1956-04-01,0.00851242188690748362
1956-07-01,0.00862677736425231415
1956-10-01,0.00872946786768601923
1957-01-01,0.00887137821177446415
1957-04-01,0.00889541118699554101
1957-07-01,0.00905201658499811534
1957-10-01,0.00904888719802168537
1958-01-01,0.00906855627190180248
1958-04-01,0.00927950383701988185
1958-07-01,0.00949510320340239572
1958-10-01,0.00965296398464476552
1959-01-01,0.00969314216355636474
1959-04-01,0.00979520143508483444
1959-07-01,0.00981278726504988603
1959-10-01,0.00985239096848649554
1960-01-01,0.00998437930717633006
1960-04-01,0.00994976532707538868
1960-07-01,0.01006117785803788605
1960-10-01,0.01002965708989805375
1961-01-01,0.01017824514300630197
1961-04-01,0.01036136515726076288
1961-07-01,0.01046987285793255943
1961-10-01,0.01063020909489691475
1962-01-01,0.01079865016872890889
1962-04-01,0.01083345318567524809
1962-07-01,0.01091416908368245784
1962-10-01,0.01094000927875521930
1963-01-01,0.01107553848069295484
1963-04-01,0.01115899537249637924
1963-07-01,0.01133030020903964727
1963-10-01,0.01142757417102966841
1964-01-01,0.01162843082894372054
1964-04-01,0.01172236857964426537
1964-07-01,0.01181345383238127718
1964-10-01,0.01180846746922764777
1965-01-01,0.01202776151852161552
1965-04-01,0.01210978835978835979
1965-07-01,0.01225276430333023013
1965-10-01,0.01246694188221634522
1966-01-01,0.01268798039434109391
1966-04-01,0.01266156355879031246
1966-07-01,0.01272873891197816513
1966-10-01,0.01283987450787401575
1967-01-01,0.01292491024367886334
1967-04-01,0.01297171249161738706
1967-07-01,0.01311758294986679583
1967-10-01,0.01325946944106652254
1968-01-01,0.01357722971462633187
1968-04-01,0.01382931584544487770
1968-07-01,0.01394024563406672229
1968-10-01,0.01406268120143801461
1969-01-01,0.01428509923795582727
1969-04-01,0.01437770985855426825
1969-07-01,0.01455899779922126291
1969-10-01,0.01462705027477547119
1970-01-01,0.01477331687958379493
1970-04-01,0.01503646352944482696
1970-07-01,0.01533573783425850263
1970-10-01,0.01546625479999433211
1971-01-01,0.01606064028005194512
1971-04-01,0.01628851206114162885
1971-07-01,0.01652294425623652602
1971-10-01,0.01660891950184373478
1972-01-01,0.01697555069412913967
1972-04-01,0.01728897540258361352
1972-07-01,0.01747528229509968124
1972-10-01,0.01776710684273709484
1973-01-01,0.01817332245241793245
1973-04-01,0.01849131915004630656
1973-07-01,0.01863118856816826163
1973-10-01,0.01899911369153896546
1974-01-01,0.01910941215576977166
1974-04-01,0.01954145968666411922
1974-07-01,0.01988501946020197909
1974-10-01,0.02050344068967281471
1975-01-01,0.02104606588265869664
1975-04-01,0.02164238583654537140
1975-07-01,0.02224241087072198933
1975-10-01,0.02271429306441654661
1976-01-01,0.02315619804292368418
1976-04-01,0.02340846632882031112
1976-07-01,0.02371603482449757884
1976-10-01,0.02417048019252590496
1977-01-01,0.02459147906793048973
1977-04-01,0.02509317678010279896
1977-07-01,0.02552587585841942584
1977-10-01,0.02577949479940564636
1978-01-01,0.02598440018352725262
1978-04-01,0.02699991911348378225
1978-07-01,0.02743638131183164637
1978-10-01,0.02809857480840851719
1979-01-01,0.02840823654828031196
1979-04-01,0.02891626658349392356
1979-07-01,0.02957941492484409442
1979-10-01,0.03014783002307429038
1980-01-01,0.03076694574939764338
1980-04-01,0.03095317060228177235
1980-07-01,0.03176083866382373845
1980-10-01,0.03299458816008464955
1981-01-01,0.03437119308142278609
1981-04-01,0.03467024246073011877
1981-07-01,0.03562245354946531366
1981-10-01,0.03602382937639882389
1982-01-01,0.03616659301811754308
1982-04-01,0.03699758998678379849
1982-07-01,0.03768185684229374636
1982-10-01,0.03836791677456400095
1983-01-01,0.03910449438202247191
1983-04-01,0.03996342428939415904
1983-07-01,0.04075116438204975388
1983-10-01,0.04131944444444444444
1984-01-01,0.04203469946822796369
1984-04-01,0.04265649568654115847
1984-07-01,0.04299946347980685273
1984-10-01,0.04324696314060789323
1985-01-01,0.04387445506414969297
1985-04-01,0.04423049244371337514
1985-07-01,0.04491389442485563902
1985-10-01,0.04524220750193034502
1986-01-01,0.04569442617643190303
1986-04-01,0.04593093017393496345
1986-07-01,0.04635127677720363217
1986-10-01,0.04654876784432570380
1987-01-01,0.04692977675607653511
1987-04-01,0.04740438501622259365
1987-07-01,0.04783915967863174439
1987-10-01,0.04857966360708378872
1988-01-01,0.04887664183116982871
1988-04-01,0.04959430889663447803
1988-07-01,0.05011726655444383499
1988-10-01,0.05077579737335834897
1989-01-01,0.05146363263938028379
1989-04-01,0.05215876340249654802
1989-07-01,0.05279621378787598676
1989-10-01,0.05302457379960071026
1990-01-01,0.05383560892690683775
1990-04-01,0.05441637218113592481
1990-07-01,0.05498559130371343109
1990-10-01,0.05513519945810372920
1991-01-01,0.05565932803235740222
1991-04-01,0.05671975257351244057
1991-07-01,0.05741033097908876887
1991-10-01,0.05796669312999649207
1992-01-01,0.05888900168892416454
1992-04-01,0.05976360774350335533
1992-07-01,0.06048431531002057009
1992-10-01,0.06127273392615362096
1993-01-01,0.06137517053206002729
1993-04-01,0.06178173397018381821
1993-07-01,0.06206580366774541532
1993-10-01,0.06278332753064267031
1994-01-01,0.06322471472110000709
1994-04-01,0.06381271725009655560
1994-07-01,0.06397420949132485251
1994-10-01,0.06454389281675428828
1995-01-01,0.06465608102897197063
1995-04-01,0.06492035307575421284
1995-07-01,0.06550918055083304998
1995-10-01,0.06599510927967643400
1996-01-01,0.06650685450914636715
1996-04-01,0.06747436702238962126
1996-07-01,0.06786837245670365503
1996-10-01,0.06852694076009658320
1997-01-01,0.06904681683335113858
1997-04-01,0.06978066811364786135
1997-07-01,0.07050797410646202768
1997-10-01,0.07073078470824949698
1998-01-01,0.07111191104711623070
1998-04-01,0.07150056836699814784
1998-07-01,0.07229806103817059386
1998-10-01,0.07327147301926521889
1999-01-01,0.07378471679840044987
1999-04-01,0.07417324423541099133
1999-07-01,0.07494405605197771502
1999-10-01,0.07607139572667913307
2000-01-01,0.07642550208758723677
2000-04-01,0.07784762669373101772
2000-07-01,0.07829373568475081073
2000-10-01,0.07900045262522631261
2001-01-01,0.07916004369279445554
2001-04-01,0.08034923943747073307
2001-07-01,0.08059799859098381146
2001-10-01,0.08155484087306426046
2002-01-01,0.08285017320353901094
2002-04-01,0.08369600991970853202
2002-07-01,0.08452884232454124927
2002-10-01,0.08501818460242716588
2003-01-01,0.08610257078672360784
2003-04-01,0.08733726083583602805
2003-07-01,0.08926865602875001920
2003-10-01,0.09052729961006029127
2004-01-01,0.09157042468683165292
2004-04-01,0.09253710934532581777
2004-07-01,0.09371599605971054027
2004-10-01,0.09477257810201356459
2005-01-01,0.09634433341604072211
2005-04-01,0.09701494769428637659
2005-07-01,0.09819455391799646049
2005-10-01,0.09915528023948546193
2006-01-01,0.10053993930286690828
2006-04-01,0.10126435516419005687
2006-07-01,0.10173353326262663204
2006-10-01,0.10261303453407449556
2007-01-01,0.10341715772111982213
2007-04-01,0.10452078124433815270
2007-07-01,0.10552783109404990403
2007-10-01,0.10617670450437423180
2008-01-01,0.10602538526035793795
2008-04-01,0.10743400058021467943
2008-07-01,0.10820958088197770633
2008-10-01,0.10732864182231270839
2009-01-01,0.10789732280156926285
2009-04-01,0.10909312215198058592
2009-07-01,0.11024241820397464687
2009-10-01,0.11208276265369877349
2010-01-01,0.11309683383406517217
2010-04-01,0.11413786759069025789
2010-07-01,0.11545722216258491926
2010-10-01,0.11649138372813425016
2011-01-01,0.11625000953594287589
2011-04-01,0.11733425414364640884
2011-07-01,0.11793310080276010260
2011-10-01,0.11891535587295847647
2012-01-01,0.11963317456037865852
2012-04-01,0.12036837939942361391
2012-07-01,0.12078284557444401441
2012-10-01,0.12084158232306380455
2013-01-01,0.12157441501804201687
2013-04-01,0.12153768157471289704
2013-07-01,0.12257708042124367878
2013-10-01,0.12385452108089204922
2014-01-01,0.12359043228920910312
2014-04-01,0.12473282773251744467
2014-07-01,0.12611276603380827621
2014-10-01,0.12628445802224157376
2015-01-01,0.12631025690197666077
2015-04-01,0.12720545621598699555
2015-07-01,0.12763941069694795053
2015-10-01,0.12757937480309447964
2016-01-01,0.12744764507403586068
2016-04-01,0.12816663656445809078
2016-07-01,0.12910056201912109334
2016-10-01,0.12998408729256649238
2017-01-01,0.13058018557153837707
